Country,Sex,Age_Group,Year,Ethnic_Group,Value
Malaysia,Male, 25 - 29,1995,Bumiputera,92
Malaysia,Male, 25 - 29,1995,Malay,399
Malaysia,Male, 25 - 29,1995,Chinese,218
Malaysia,Male, 25 - 29,1995,Indians,66
Malaysia,Male, 25 - 29,1995,Other Malaysian,7
Malaysia,Male, 25 - 29,1995,Non-Malaysian Citizens,97
Malaysia,Male, 25 - 29,1996,Total Ethnic Group,899
Malaysia,Male, 25 - 29,1996,Bumiputera,94
Malaysia,Male, 25 - 29,1996,Malay,406
Malaysia,Male, 25 - 29,1996,Chinese,223
Malaysia,Male, 25 - 29,1996,Indians,67
Malaysia,Male, 25 - 29,1996,Other Malaysian,8
Malaysia,Male, 25 - 29,1996,Non-Malaysian Citizens,101
Malaysia,Male, 25 - 29,1997,Total Ethnic Group,917
Malaysia,Male, 25 - 29,1997,Bumiputera,96
Malaysia,Male, 25 - 29,1997,Malay,411
Malaysia,Male, 25 - 29,1997,Chinese,227
Malaysia,Male, 25 - 29,1997,Indians,68
Malaysia,Male, 25 - 29,1997,Other Malaysian,8
Malaysia,Male, 25 - 29,1997,Non-Malaysian Citizens,107
Malaysia,Male, 25 - 29,1998,Total Ethnic Group,933
Malaysia,Male, 25 - 29,1998,Bumiputera,97
Malaysia,Male, 25 - 29,1998,Malay,413
Malaysia,Male, 25 - 29,1998,Chinese,230
Malaysia,Male, 25 - 29,1998,Indians,69
Malaysia,Male, 25 - 29,1998,Other Malaysian,8
Malaysia,Male, 25 - 29,1998,Non-Malaysian Citizens,115
Malaysia,Male, 25 - 29,1999,Total Ethnic Group,952
Malaysia,Male, 25 - 29,1999,Bumiputera,98
Malaysia,Male, 25 - 29,1999,Malay,417
Malaysia,Male, 25 - 29,1999,Chinese,232
Malaysia,Male, 25 - 29,1999,Indians,70
Malaysia,Male, 25 - 29,1999,Other Malaysian,8
Malaysia,Male, 25 - 29,1999,Non-Malaysian Citizens,126
Malaysia,Male, 25 - 29,2000,Total Ethnic Group,969
Malaysia,Male, 25 - 29,2000,Bumiputera,99
Malaysia,Male, 25 - 29,2000,Malay,421
Malaysia,Male, 25 - 29,2000,Chinese,232
Malaysia,Male, 25 - 29,2000,Indians,71
Malaysia,Male, 25 - 29,2000,Other Malaysian,8
Malaysia,Male, 25 - 29,2000,Non-Malaysian Citizens,138
Malaysia,Male, 25 - 29,2001,Total Ethnic Group,986
Malaysia,Male, 25 - 29,2001,Bumiputera,102
Malaysia,Male, 25 - 29,2001,Malay,430
Malaysia,Male, 25 - 29,2001,Chinese,234
Malaysia,Male, 25 - 29,2001,Indians,72
Malaysia,Male, 25 - 29,2001,Other Malaysian,8
Malaysia,Male, 25 - 29,2001,Non-Malaysian Citizens,141
Malaysia,Male, 25 - 29,2002,Total Ethnic Group,1008
Malaysia,Male, 25 - 29,2002,Bumiputera,104
Malaysia,Male, 25 - 29,2002,Malay,442
Malaysia,Male, 25 - 29,2002,Chinese,236
Malaysia,Male, 25 - 29,2002,Indians,72
Malaysia,Male, 25 - 29,2002,Other Malaysian,8
Malaysia,Male, 25 - 29,2002,Non-Malaysian Citizens,146
Malaysia,Male, 25 - 29,2003,Total Ethnic Group,1034
Malaysia,Male, 25 - 29,2003,Bumiputera,107
Malaysia,Male, 25 - 29,2003,Malay,456
Malaysia,Male, 25 - 29,2003,Chinese,239
Malaysia,Male, 25 - 29,2003,Indians,73
Malaysia,Male, 25 - 29,2003,Other Malaysian,8
Malaysia,Male, 25 - 29,2003,Non-Malaysian Citizens,151
Malaysia,Male, 25 - 29,2004,Total Ethnic Group,1066
Malaysia,Male, 25 - 29,2004,Bumiputera,110
Malaysia,Male, 25 - 29,2004,Malay,473
Malaysia,Male, 25 - 29,2004,Chinese,242
Malaysia,Male, 25 - 29,2004,Indians,75
Malaysia,Male, 25 - 29,2004,Other Malaysian,8
Malaysia,Male, 25 - 29,2004,Non-Malaysian Citizens,159
Malaysia,Male, 25 - 29,2005,Total Ethnic Group,1109
Malaysia,Male, 25 - 29,2005,Bumiputera,114
Malaysia,Male, 25 - 29,2005,Malay,493
Malaysia,Male, 25 - 29,2005,Chinese,246
Malaysia,Male, 25 - 29,2005,Indians,76
Malaysia,Male, 25 - 29,2005,Other Malaysian,9
Malaysia,Male, 25 - 29,2005,Non-Malaysian Citizens,170
Malaysia,Male, 25 - 29,2006,Total Ethnic Group,1164
Malaysia,Male, 25 - 29,2006,Bumiputera,119
Malaysia,Male, 25 - 29,2006,Malay,518
Malaysia,Male, 25 - 29,2006,Chinese,251
Malaysia,Male, 25 - 29,2006,Indians,79
Malaysia,Male, 25 - 29,2006,Other Malaysian,9
Malaysia,Male, 25 - 29,2006,Non-Malaysian Citizens,188
Malaysia,Male, 25 - 29,2007,Total Ethnic Group,1236
Malaysia,Male, 25 - 29,2007,Bumiputera,126
Malaysia,Male, 25 - 29,2007,Malay,548
Malaysia,Male, 25 - 29,2007,Chinese,256
Malaysia,Male, 25 - 29,2007,Indians,81
Malaysia,Male, 25 - 29,2007,Other Malaysian,10
Malaysia,Male, 25 - 29,2007,Non-Malaysian Citizens,215
Malaysia,Male, 25 - 29,2008,Total Ethnic Group,1320
Malaysia,Male, 25 - 29,2008,Bumiputera,134
Malaysia,Male, 25 - 29,2008,Malay,580
Malaysia,Male, 25 - 29,2008,Chinese,262
Malaysia,Male, 25 - 29,2008,Indians,84
Malaysia,Male, 25 - 29,2008,Other Malaysian,10
Malaysia,Male, 25 - 29,2008,Non-Malaysian Citizens,250
Malaysia,Male, 25 - 29,2009,Total Ethnic Group,1405
Malaysia,Male, 25 - 29,2009,Bumiputera,141
Malaysia,Male, 25 - 29,2009,Malay,610
Malaysia,Male, 25 - 29,2009,Chinese,267
Malaysia,Male, 25 - 29,2009,Indians,87
Malaysia,Male, 25 - 29,2009,Other Malaysian,11
Malaysia,Male, 25 - 29,2009,Non-Malaysian Citizens,289
Malaysia,Male, 25 - 29,2010,Total Ethnic Group,1479
Malaysia,Male, 25 - 29,2010,Other Bumiputera,148
Malaysia,Male, 25 - 29,2010,Malay,635
Malaysia,Male, 25 - 29,2010,Chinese,270
Malaysia,Male, 25 - 29,2010,Indians,90
Malaysia,Male, 25 - 29,2010,Other Malaysian,10
Malaysia,Male, 25 - 29,2010,Non-Malaysian Citizens,326
Malaysia,Male, 25 - 29,2011,Total Ethnic Group,1521
Malaysia,Male, 25 - 29,2011,Other Bumiputera,152
Malaysia,Male, 25 - 29,2011,Malay,654
Malaysia,Male, 25 - 29,2011,Chinese,271
Malaysia,Male, 25 - 29,2011,Indians,92
Malaysia,Male, 25 - 29,2011,Other Malaysian,11
Malaysia,Male, 25 - 29,2011,Non-Malaysian Citizens,342
Malaysia,Male, 25 - 29,2012,Total Ethnic Group,1548
Malaysia,Male, 25 - 29,2012,Other Bumiputera,154
Malaysia,Male, 25 - 29,2012,Malay,666
Malaysia,Male, 25 - 29,2012,Chinese,271
Malaysia,Male, 25 - 29,2012,Indians,93
Malaysia,Male, 25 - 29,2012,Other Malaysian,11
Malaysia,Male, 25 - 29,2012,Non-Malaysian Citizens,354
Malaysia,Male, 25 - 29,2013,Total Ethnic Group,1606
Malaysia,Male, 25 - 29,2013,Bumiputera,831
Malaysia,Male, 25 - 29,2013,Chinese,269
Malaysia,Male, 25 - 29,2013,Indians,93
Malaysia,Male, 25 - 29,2013,Other Malaysian,11
Malaysia,Male, 25 - 29,2013,Non-Malaysian Citizens,403
Malaysia,Male, 25 - 29,2014,Total Ethnic Group,1635
Malaysia,Male, 25 - 29,2014,Bumiputera,844
Malaysia,Male, 25 - 29,2014,Chinese,267
Malaysia,Male, 25 - 29,2014,Indians,93
Malaysia,Male, 25 - 29,2014,Other Malaysian,12
Malaysia,Male, 25 - 29,2014,Non-Malaysian Citizens,419
Malaysia,Male, 25 - 29,2015,Total Ethnic Group,1669
Malaysia,Male, 25 - 29,2015,Bumiputera,863
Malaysia,Male, 25 - 29,2015,Chinese,268
Malaysia,Male, 25 - 29,2015,Indians,93
Malaysia,Male, 25 - 29,2015,Other Malaysian,12
Malaysia,Male, 25 - 29,2015,Non-Malaysian Citizens,433
Malaysia,Male, 25 - 29,2016,Total Ethnic Group,1702
Malaysia,Male, 25 - 29,2016,Bumiputera,879
Malaysia,Male, 25 - 29,2016,Chinese,272
Malaysia,Male, 25 - 29,2016,Indians,91
Malaysia,Male, 25 - 29,2016,Other Malaysian,12
Malaysia,Male, 25 - 29,2016,Non-Malaysian Citizens,447
Malaysia,Male, 25 - 29,2017,Total Ethnic Group,1731
Malaysia,Male, 25 - 29,2017,Bumiputera,899
Malaysia,Male, 25 - 29,2017,Chinese,276
Malaysia,Male, 25 - 29,2017,Indians,91
Malaysia,Male, 25 - 29,2017,Other Malaysian,13
Malaysia,Male, 25 - 29,2017,Non-Malaysian Citizens,454
Malaysia,Male, 25 - 29,2018,Total Ethnic Group,1757
Malaysia,Male, 25 - 29,2018,Bumiputera,918
Malaysia,Male, 25 - 29,2018,Chinese,279
Malaysia,Male, 25 - 29,2018,Indians,89
Malaysia,Male, 25 - 29,2018,Other Malaysian,13
Malaysia,Male, 25 - 29,2018,Non-Malaysian Citizens,459
Malaysia,Male, 25 - 29,2019,Total Ethnic Group,1746
Malaysia,Male, 25 - 29,2019,Bumiputera,933
Malaysia,Male, 25 - 29,2019,Chinese,280
Malaysia,Male, 25 - 29,2019,Indians,88
Malaysia,Male, 25 - 29,2019,Other Malaysian,13
Malaysia,Male, 25 - 29,2019,Non-Malaysian Citizens,432
Malaysia,Male, 25 - 29,2020,Total Ethnic Group,1730
Malaysia,Male, 25 - 29,2020,Bumiputera,944
Malaysia,Male, 25 - 29,2020,Chinese,280
Malaysia,Male, 25 - 29,2020,Indians,87
Malaysia,Male, 25 - 29,2020,Other Malaysian,13
Malaysia,Male, 25 - 29,2020,Non-Malaysian Citizens,405
Malaysia,Male, 30 - 34,1991,Total Ethnic Group,739
Malaysia,Male, 30 - 34,1991,Bumiputera,65
Malaysia,Male, 30 - 34,1991,Malay,338
Malaysia,Male, 30 - 34,1991,Chinese,208
Malaysia,Male, 30 - 34,1991,Indians,62
Malaysia,Male, 30 - 34,1991,Other Malaysian,6
Malaysia,Male, 30 - 34,1991,Non-Malaysian Citizens,60
Malaysia,Male, 30 - 34,1992,Total Ethnic Group,762
Malaysia,Male, 30 - 34,1992,Bumiputera,69
Malaysia,Male, 30 - 34,1992,Malay,348
Malaysia,Male, 30 - 34,1992,Chinese,210
Malaysia,Male, 30 - 34,1992,Indians,63
Malaysia,Male, 30 - 34,1992,Other Malaysian,6
Malaysia,Male, 30 - 34,1992,Non-Malaysian Citizens,67
Malaysia,Male, 30 - 34,1993,Total Ethnic Group,789
Malaysia,Male, 30 - 34,1993,Bumiputera,74
Malaysia,Male, 30 - 34,1993,Malay,358
Malaysia,Male, 30 - 34,1993,Chinese,214
Malaysia,Male, 30 - 34,1993,Indians,64
Malaysia,Male, 30 - 34,1993,Other Malaysian,6
Malaysia,Male, 30 - 34,1993,Non-Malaysian Citizens,73
Malaysia,Male, 30 - 34,1994,Total Ethnic Group,810
Malaysia,Male, 30 - 34,1994,Bumiputera,77
Malaysia,Male, 30 - 34,1994,Malay,367
Malaysia,Male, 30 - 34,1994,Chinese,216
Malaysia,Male, 30 - 34,1994,Indians,64
Malaysia,Male, 30 - 34,1994,Other Malaysian,6
Malaysia,Male, 30 - 34,1994,Non-Malaysian Citizens,79
Malaysia,Male, 30 - 34,1995,Total Ethnic Group,829
Malaysia,Male, 30 - 34,1995,Bumiputera,80
Malaysia,Male, 30 - 34,1995,Malay,374
Malaysia,Male, 30 - 34,1995,Chinese,218
Malaysia,Male, 30 - 34,1995,Indians,65
Malaysia,Male, 30 - 34,1995,Other Malaysian,7
Malaysia,Male, 30 - 34,1995,Non-Malaysian Citizens,85
Malaysia,Male, 30 - 34,1996,Total Ethnic Group,847
Malaysia,Male, 30 - 34,1996,Bumiputera,84
Malaysia,Male, 30 - 34,1996,Malay,381
Malaysia,Male, 30 - 34,1996,Chinese,220
Malaysia,Male, 30 - 34,1996,Indians,65
Malaysia,Male, 30 - 34,1996,Other Malaysian,7
Malaysia,Male, 30 - 34,1996,Non-Malaysian Citizens,91
Malaysia,Male, 30 - 34,1997,Total Ethnic Group,867
Malaysia,Male, 30 - 34,1997,Bumiputera,87
Malaysia,Male, 30 - 34,1997,Malay,389
Malaysia,Male, 30 - 34,1997,Chinese,223
Malaysia,Male, 30 - 34,1997,Indians,66
Malaysia,Male, 30 - 34,1997,Other Malaysian,7
Malaysia,Male, 30 - 34,1997,Non-Malaysian Citizens,95
Malaysia,Male, 30 - 34,1998,Total Ethnic Group,889
Malaysia,Male, 30 - 34,1998,Bumiputera,90
Malaysia,Male, 30 - 34,1998,Malay,399
Malaysia,Male, 30 - 34,1998,Chinese,227
Malaysia,Male, 30 - 34,1998,Indians,67
Malaysia,Male, 30 - 34,1998,Other Malaysian,8
Malaysia,Male, 30 - 34,1998,Non-Malaysian Citizens,99
Malaysia,Male, 30 - 34,1999,Total Ethnic Group,911
Malaysia,Male, 30 - 34,1999,Bumiputera,93
Malaysia,Male, 30 - 34,1999,Malay,407
Malaysia,Male, 30 - 34,1999,Chinese,231
Malaysia,Male, 30 - 34,1999,Indians,68
Malaysia,Male, 30 - 34,1999,Other Malaysian,8
Malaysia,Male, 30 - 34,1999,Non-Malaysian Citizens,104
Malaysia,Male, 30 - 34,2000,Total Ethnic Group,932
Malaysia,Male, 30 - 34,2000,Bumiputera,95
Malaysia,Male, 30 - 34,2000,Malay,414
Malaysia,Male, 30 - 34,2000,Chinese,234
Malaysia,Male, 30 - 34,2000,Indians,69
Malaysia,Male, 30 - 34,2000,Other Malaysian,8
Malaysia,Male, 30 - 34,2000,Non-Malaysian Citizens,111
Malaysia,Male, 30 - 34,2001,Total Ethnic Group,940
Malaysia,Male, 30 - 34,2001,Bumiputera,96
Malaysia,Male, 30 - 34,2001,Malay,416
Malaysia,Male, 30 - 34,2001,Chinese,235
Malaysia,Male, 30 - 34,2001,Indians,69
Malaysia,Male, 30 - 34,2001,Other Malaysian,8
Malaysia,Male, 30 - 34,2001,Non-Malaysian Citizens,116
Malaysia,Male, 30 - 34,2002,Total Ethnic Group,947
Malaysia,Male, 30 - 34,2002,Bumiputera,98
Malaysia,Male, 30 - 34,2002,Malay,416
Malaysia,Male, 30 - 34,2002,Chinese,235
Malaysia,Male, 30 - 34,2002,Indians,69
Malaysia,Male, 30 - 34,2002,Other Malaysian,8
Malaysia,Male, 30 - 34,2002,Non-Malaysian Citizens,122
Malaysia,Male, 30 - 34,2003,Total Ethnic Group,958
Malaysia,Male, 30 - 34,2003,Bumiputera,99
Malaysia,Male, 30 - 34,2003,Malay,418
Malaysia,Male, 30 - 34,2003,Chinese,235
Malaysia,Male, 30 - 34,2003,Indians,69
Malaysia,Male, 30 - 34,2003,Other Malaysian,7
Malaysia,Male, 30 - 34,2003,Non-Malaysian Citizens,129
Malaysia,Male, 30 - 34,2004,Total Ethnic Group,972
Malaysia,Male, 30 - 34,2004,Bumiputera,101
Malaysia,Male, 30 - 34,2004,Malay,423
Malaysia,Male, 30 - 34,2004,Chinese,236
Malaysia,Male, 30 - 34,2004,Indians,69
Malaysia,Male, 30 - 34,2004,Other Malaysian,7
Malaysia,Male, 30 - 34,2004,Non-Malaysian Citizens,137
Malaysia,Male, 30 - 34,2005,Total Ethnic Group,992
Malaysia,Male, 30 - 34,2005,Bumiputera,102
Malaysia,Male, 30 - 34,2005,Malay,431
Malaysia,Male, 30 - 34,2005,Chinese,238
Malaysia,Male, 30 - 34,2005,Indians,70
Malaysia,Male, 30 - 34,2005,Other Malaysian,7
Malaysia,Male, 30 - 34,2005,Non-Malaysian Citizens,145
Malaysia,Male, 30 - 34,2006,Total Ethnic Group,1015
Malaysia,Male, 30 - 34,2006,Bumiputera,104
Malaysia,Male, 30 - 34,2006,Malay,440
Malaysia,Male, 30 - 34,2006,Chinese,240
Malaysia,Male, 30 - 34,2006,Indians,70
Malaysia,Male, 30 - 34,2006,Other Malaysian,7
Malaysia,Male, 30 - 34,2006,Non-Malaysian Citizens,154
Malaysia,Male, 30 - 34,2007,Total Ethnic Group,1040
Malaysia,Male, 30 - 34,2007,Bumiputera,105
Malaysia,Male, 30 - 34,2007,Malay,451
Malaysia,Male, 30 - 34,2007,Chinese,243
Malaysia,Male, 30 - 34,2007,Indians,71
Malaysia,Male, 30 - 34,2007,Other Malaysian,7
Malaysia,Male, 30 - 34,2007,Non-Malaysian Citizens,164
Malaysia,Male, 30 - 34,2008,Total Ethnic Group,1069
Malaysia,Male, 30 - 34,2008,Bumiputera,107
Malaysia,Male, 30 - 34,2008,Malay,462
Malaysia,Male, 30 - 34,2008,Chinese,245
Malaysia,Male, 30 - 34,2008,Indians,73
Malaysia,Male, 30 - 34,2008,Other Malaysian,7
Malaysia,Male, 30 - 34,2008,Non-Malaysian Citizens,176
Malaysia,Male, 30 - 34,2009,Total Ethnic Group,1108
Malaysia,Male, 30 - 34,2009,Bumiputera,109
Malaysia,Male, 30 - 34,2009,Malay,477
Malaysia,Male, 30 - 34,2009,Chinese,249
Malaysia,Male, 30 - 34,2009,Indians,74
Malaysia,Male, 30 - 34,2009,Other Malaysian,7
Malaysia,Male, 30 - 34,2009,Non-Malaysian Citizens,193
Malaysia,Male, 30 - 34,2010,Total Ethnic Group,1162
Malaysia,Male, 30 - 34,2010,Other Bumiputera,113
Malaysia,Male, 30 - 34,2010,Malay,496
Malaysia,Male, 30 - 34,2010,Chinese,253
Malaysia,Male, 30 - 34,2010,Indians,77
Malaysia,Male, 30 - 34,2010,Other Malaysian,6
Malaysia,Male, 30 - 34,2010,Non-Malaysian Citizens,218
Malaysia,Male, 30 - 34,2011,Total Ethnic Group,1207
Malaysia,Male, 30 - 34,2011,Other Bumiputera,119
Malaysia,Male, 30 - 34,2011,Malay,518
Malaysia,Male, 30 - 34,2011,Chinese,255
Malaysia,Male, 30 - 34,2011,Indians,79
Malaysia,Male, 30 - 34,2011,Other Malaysian,7
Malaysia,Male, 30 - 34,2011,Non-Malaysian Citizens,230
Malaysia,Male, 30 - 34,2012,Total Ethnic Group,1258
Malaysia,Male, 30 - 34,2012,Other Bumiputera,126
Malaysia,Male, 30 - 34,2012,Malay,546
Malaysia,Male, 30 - 34,2012,Chinese,258
Malaysia,Male, 30 - 34,2012,Indians,82
Malaysia,Male, 30 - 34,2012,Other Malaysian,7
Malaysia,Male, 30 - 34,2012,Non-Malaysian Citizens,238
Malaysia,Male, 30 - 34,2013,Total Ethnic Group,1340
Malaysia,Male, 30 - 34,2013,Bumiputera,712
Malaysia,Male, 30 - 34,2013,Chinese,263
Malaysia,Male, 30 - 34,2013,Indians,84
Malaysia,Male, 30 - 34,2013,Other Malaysian,8
Malaysia,Male, 30 - 34,2013,Non-Malaysian Citizens,272
Malaysia,Male, 30 - 34,2014,Total Ethnic Group,1400
Malaysia,Male, 30 - 34,2014,Bumiputera,750
Malaysia,Male, 30 - 34,2014,Chinese,269
Malaysia,Male, 30 - 34,2014,Indians,87
Malaysia,Male, 30 - 34,2014,Other Malaysian,9
Malaysia,Male, 30 - 34,2014,Non-Malaysian Citizens,286
Malaysia,Male, 30 - 34,2015,Total Ethnic Group,1441
Malaysia,Male, 30 - 34,2015,Bumiputera,778
Malaysia,Male, 30 - 34,2015,Chinese,271
Malaysia,Male, 30 - 34,2015,Indians,88
Malaysia,Male, 30 - 34,2015,Other Malaysian,10
Malaysia,Male, 30 - 34,2015,Non-Malaysian Citizens,295
Malaysia,Male, 30 - 34,2016,Total Ethnic Group,1474
Malaysia,Male, 30 - 34,2016,Bumiputera,800
Malaysia,Male, 30 - 34,2016,Chinese,270
Malaysia,Male, 30 - 34,2016,Indians,90
Malaysia,Male, 30 - 34,2016,Other Malaysian,10
Malaysia,Male, 30 - 34,2016,Non-Malaysian Citizens,304
Malaysia,Male, 30 - 34,2017,Total Ethnic Group,1494
Malaysia,Male, 30 - 34,2017,Bumiputera,816
Malaysia,Male, 30 - 34,2017,Chinese,269
Malaysia,Male, 30 - 34,2017,Indians,90
Malaysia,Male, 30 - 34,2017,Other Malaysian,11
Malaysia,Male, 30 - 34,2017,Non-Malaysian Citizens,307
Malaysia,Male, 30 - 34,2018,Total Ethnic Group,1506
Malaysia,Male, 30 - 34,2018,Bumiputera,828
Malaysia,Male, 30 - 34,2018,Chinese,268
Malaysia,Male, 30 - 34,2018,Indians,91
Malaysia,Male, 30 - 34,2018,Other Malaysian,11
Malaysia,Male, 30 - 34,2018,Non-Malaysian Citizens,309
Malaysia,Male, 30 - 34,2019,Total Ethnic Group,1502
Malaysia,Male, 30 - 34,2019,Bumiputera,841
Malaysia,Male, 30 - 34,2019,Chinese,268
Malaysia,Male, 30 - 34,2019,Indians,91
Malaysia,Male, 30 - 34,2019,Other Malaysian,12
Malaysia,Male, 30 - 34,2019,Non-Malaysian Citizens,291
Malaysia,Male, 30 - 34,2020,Total Ethnic Group,1503
Malaysia,Male, 30 - 34,2020,Bumiputera,858
Malaysia,Male, 30 - 34,2020,Chinese,270
Malaysia,Male, 30 - 34,2020,Indians,90
Malaysia,Male, 30 - 34,2020,Other Malaysian,12
Malaysia,Male, 30 - 34,2020,Non-Malaysian Citizens,273
Malaysia,Male, 35 - 39,1991,Total Ethnic Group,620
Malaysia,Male, 35 - 39,1991,Bumiputera,50
Malaysia,Male, 35 - 39,1991,Malay,283
Malaysia,Male, 35 - 39,1991,Chinese,192
Malaysia,Male, 35 - 39,1991,Indians,52
Malaysia,Male, 35 - 39,1991,Other Malaysian,6
Malaysia,Male, 35 - 39,1991,Non-Malaysian Citizens,38
Malaysia,Male, 35 - 39,1992,Total Ethnic Group,650
Malaysia,Male, 35 - 39,1992,Bumiputera,53
Malaysia,Male, 35 - 39,1992,Malay,296
Malaysia,Male, 35 - 39,1992,Chinese,199
Malaysia,Male, 35 - 39,1992,Indians,55
Malaysia,Male, 35 - 39,1992,Other Malaysian,6
Malaysia,Male, 35 - 39,1992,Non-Malaysian Citizens,42
Malaysia,Male, 35 - 39,1993,Total Ethnic Group,676
Malaysia,Male, 35 - 39,1993,Bumiputera,56
Malaysia,Male, 35 - 39,1993,Malay,308
Malaysia,Male, 35 - 39,1993,Chinese,203
Malaysia,Male, 35 - 39,1993,Indians,57
Malaysia,Male, 35 - 39,1993,Other Malaysian,6
Malaysia,Male, 35 - 39,1993,Non-Malaysian Citizens,46
Malaysia,Male, 35 - 39,1994,Total Ethnic Group,703
Malaysia,Male, 35 - 39,1994,Bumiputera,60
Malaysia,Male, 35 - 39,1994,Malay,320
Malaysia,Male, 35 - 39,1994,Chinese,208
Malaysia,Male, 35 - 39,1994,Indians,59
Malaysia,Male, 35 - 39,1994,Other Malaysian,7
Malaysia,Male, 35 - 39,1994,Non-Malaysian Citizens,50
Malaysia,Male, 35 - 39,1995,Total Ethnic Group,730
Malaysia,Male, 35 - 39,1995,Bumiputera,64
Malaysia,Male, 35 - 39,1995,Malay,332
Malaysia,Male, 35 - 39,1995,Chinese,212
Malaysia,Male, 35 - 39,1995,Indians,61
Malaysia,Male, 35 - 39,1995,Other Malaysian,7
Malaysia,Male, 35 - 39,1995,Non-Malaysian Citizens,54
Malaysia,Male, 35 - 39,1996,Total Ethnic Group,757
Malaysia,Male, 35 - 39,1996,Bumiputera,68
Malaysia,Male, 35 - 39,1996,Malay,343
Malaysia,Male, 35 - 39,1996,Chinese,217
Malaysia,Male, 35 - 39,1996,Indians,62
Malaysia,Male, 35 - 39,1996,Other Malaysian,7
Malaysia,Male, 35 - 39,1996,Non-Malaysian Citizens,60
Malaysia,Male, 35 - 39,1997,Total Ethnic Group,781
Malaysia,Male, 35 - 39,1997,Bumiputera,72
Malaysia,Male, 35 - 39,1997,Malay,352
Malaysia,Male, 35 - 39,1997,Chinese,219
Malaysia,Male, 35 - 39,1997,Indians,63
Malaysia,Male, 35 - 39,1997,Other Malaysian,7
Malaysia,Male, 35 - 39,1997,Non-Malaysian Citizens,67
Malaysia,Male, 35 - 39,1998,Total Ethnic Group,805
Malaysia,Male, 35 - 39,1998,Bumiputera,76
Malaysia,Male, 35 - 39,1998,Malay,361
Malaysia,Male, 35 - 39,1998,Chinese,223
Malaysia,Male, 35 - 39,1998,Indians,64
Malaysia,Male, 35 - 39,1998,Other Malaysian,7
Malaysia,Male, 35 - 39,1998,Non-Malaysian Citizens,74
Malaysia,Male, 35 - 39,1999,Total Ethnic Group,828
Malaysia,Male, 35 - 39,1999,Bumiputera,80
Malaysia,Male, 35 - 39,1999,Malay,369
Malaysia,Male, 35 - 39,1999,Chinese,225
Malaysia,Male, 35 - 39,1999,Indians,64
Malaysia,Male, 35 - 39,1999,Other Malaysian,8
Malaysia,Male, 35 - 39,1999,Non-Malaysian Citizens,82
Malaysia,Male, 35 - 39,2000,Total Ethnic Group,850
Malaysia,Male, 35 - 39,2000,Bumiputera,83
Malaysia,Male, 35 - 39,2000,Malay,377
Malaysia,Male, 35 - 39,2000,Chinese,228
Malaysia,Male, 35 - 39,2000,Indians,65
Malaysia,Male, 35 - 39,2000,Other Malaysian,8
Malaysia,Male, 35 - 39,2000,Non-Malaysian Citizens,89
Malaysia,Male, 35 - 39,2001,Total Ethnic Group,868
Malaysia,Male, 35 - 39,2001,Bumiputera,87
Malaysia,Male, 35 - 39,2001,Malay,386
Malaysia,Male, 35 - 39,2001,Chinese,230
Malaysia,Male, 35 - 39,2001,Indians,66
Malaysia,Male, 35 - 39,2001,Other Malaysian,8
Malaysia,Male, 35 - 39,2001,Non-Malaysian Citizens,92
Malaysia,Male, 35 - 39,2002,Total Ethnic Group,885
Malaysia,Male, 35 - 39,2002,Bumiputera,90
Malaysia,Male, 35 - 39,2002,Malay,395
Malaysia,Male, 35 - 39,2002,Chinese,232
Malaysia,Male, 35 - 39,2002,Indians,67
Malaysia,Male, 35 - 39,2002,Other Malaysian,8
Malaysia,Male, 35 - 39,2002,Non-Malaysian Citizens,94
Malaysia,Male, 35 - 39,2003,Total Ethnic Group,899
Malaysia,Male, 35 - 39,2003,Bumiputera,92
Malaysia,Male, 35 - 39,2003,Malay,402
Malaysia,Male, 35 - 39,2003,Chinese,234
Malaysia,Male, 35 - 39,2003,Indians,67
Malaysia,Male, 35 - 39,2003,Other Malaysian,8
Malaysia,Male, 35 - 39,2003,Non-Malaysian Citizens,96
Malaysia,Male, 35 - 39,2004,Total Ethnic Group,910
Malaysia,Male, 35 - 39,2004,Bumiputera,95
Malaysia,Male, 35 - 39,2004,Malay,407
Malaysia,Male, 35 - 39,2004,Chinese,234
Malaysia,Male, 35 - 39,2004,Indians,67
Malaysia,Male, 35 - 39,2004,Other Malaysian,7
Malaysia,Male, 35 - 39,2004,Non-Malaysian Citizens,100
Malaysia,Male, 35 - 39,2005,Total Ethnic Group,921
Malaysia,Male, 35 - 39,2005,Bumiputera,97
Malaysia,Male, 35 - 39,2005,Malay,411
Malaysia,Male, 35 - 39,2005,Chinese,235
Malaysia,Male, 35 - 39,2005,Indians,67
Malaysia,Male, 35 - 39,2005,Other Malaysian,7
Malaysia,Male, 35 - 39,2005,Non-Malaysian Citizens,105
Malaysia,Male, 35 - 39,2006,Total Ethnic Group,933
Malaysia,Male, 35 - 39,2006,Bumiputera,98
Malaysia,Male, 35 - 39,2006,Malay,414
Malaysia,Male, 35 - 39,2006,Chinese,235
Malaysia,Male, 35 - 39,2006,Indians,66
Malaysia,Male, 35 - 39,2006,Other Malaysian,7
Malaysia,Male, 35 - 39,2006,Non-Malaysian Citizens,112
Malaysia,Male, 35 - 39,2007,Total Ethnic Group,947
Malaysia,Male, 35 - 39,2007,Bumiputera,100
Malaysia,Male, 35 - 39,2007,Malay,418
